state,county,candidate,party,votes,combined,combined 2,winner,Color,Percent of Vote,Percentage Democrat,Lat,Lon
Alabama,Dale County,Donald Trump,REP,14281,"Dale County, Alabama14281","Dale County, Alabama",1,#D74247,0.72,0.28,31.4645298,-85.684578
Alabama,Dallas County,Joe Biden,DEM,12228,"Dallas County, Alabama12228","Dallas County, Alabama",1,#2cc5e6,0.68,0.68,32.2332138,-87.1422895
Alabama,DeKalb County,Donald Trump,REP,24744,"DeKalb County, Alabama24744","DeKalb County, Alabama",1,#D74247,0.84,0.16,34.5211397,-85.684578
Alabama,Elmore County,Donald Trump,REP,30089,"Elmore County, Alabama30089","Elmore County, Alabama",1,#D74247,0.74,0.26,32.5647083,-86.0121573
Alabama,Escambia County,Donald Trump,REP,10844,"Escambia County, Alabama10844","Escambia County, Alabama",1,#D74247,0.68,0.32,31.1394734,-87.1422895
Alabama,Etowah County,Donald Trump,REP,35343,"Etowah County, Alabama35343","Etowah County, Alabama",1,#D74247,0.74,0.26,34.0455341,-86.0529604
Alabama,Fayette County,Donald Trump,REP,7295,"Fayette County, Alabama7295","Fayette County, Alabama",1,#D74247,0.83,0.17,33.6871392,-87.7763333
Alabama,Baldwin County,Donald Trump,REP,83055,"Baldwin County, Alabama83055","Baldwin County, Alabama",1,#D74247,0.76,0.24,30.6010744,-87.7763333
Alabama,Franklin County,Donald Trump,REP,10364,"Franklin County, Alabama10364","Franklin County, Alabama",1,#D74247,0.82,0.18,34.3967457,-87.6186379
Alabama,Geneva County,Donald Trump,REP,10844,"Geneva County, Alabama10844","Geneva County, Alabama",1,#D74247,0.86,0.14,31.0990456,-85.684578
Alabama,Greene County,Joe Biden,DEM,3880,"Greene County, Alabama3880","Greene County, Alabama",1,#2cc5e6,0.81,0.81,32.9718107,-87.9334803
Alabama,Hale County,Joe Biden,DEM,4687,"Hale County, Alabama4687","Hale County, Alabama",1,#2cc5e6,0.59,0.59,32.7859102,-87.6186379
Alabama,Henry County,Donald Trump,REP,6593,"Henry County, Alabama6593","Henry County, Alabama",1,#D74247,0.71,0.29,31.4469377,-85.1894045
Alabama,Houston County,Donald Trump,REP,32384,"Houston County, Alabama32384","Houston County, Alabama",1,#D74247,0.71,0.29,31.1318686,-85.3136218
Alabama,Jackson County,Donald Trump,REP,19644,"Jackson County, Alabama19644","Jackson County, Alabama",1,#D74247,0.83,0.17,34.7090388,-86.0121573
Alabama,Jefferson County,Joe Biden,DEM,180936,"Jefferson County, Alabama180936","Jefferson County, Alabama",1,#2cc5e6,0.56,0.56,33.4914122,-86.9824288
Alabama,Lamar County,Donald Trump,REP,6168,"Lamar County, Alabama6168","Lamar County, Alabama",1,#D74247,0.86,0.14,33.6923649,-88.0900762
Alabama,Lauderdale County,Donald Trump,REP,31578,"Lauderdale County, Alabama31578","Lauderdale County, Alabama",1,#D74247,0.72,0.28,34.8840876,-87.658113
Alabama,Barbour County,Donald Trump,REP,5605,"Barbour County, Alabama5605","Barbour County, Alabama",1,#D74247,0.54,0.46,31.8172896,-85.354965
Alabama,Lawrence County,Donald Trump,REP,12266,"Lawrence County, Alabama12266","Lawrence County, Alabama",1,#D74247,0.77,0.23,34.567428,-87.3016132
Alabama,Lee County,Donald Trump,REP,42019,"Lee County, Alabama42019","Lee County, Alabama",1,#D74247,0.59,0.41,32.5888702,-85.3962769
Alabama,Limestone County,Donald Trump,REP,34337,"Limestone County, Alabama34337","Limestone County, Alabama",1,#D74247,0.70,0.30,34.7800072,-86.9423801
Alabama,Lowndes County,Joe Biden,DEM,4968,"Lowndes County, Alabama4968","Lowndes County, Alabama",1,#2cc5e6,0.73,0.73,32.221464,-86.6611083
Alabama,Macon County,Joe Biden,DEM,7084,"Macon County, Alabama7084","Macon County, Alabama",1,#2cc5e6,0.81,0.81,32.3731182,-85.684578
Alabama,Madison County,Donald Trump,REP,102395,"Madison County, Alabama102395","Madison County, Alabama",1,#D74247,0.53,0.47,34.7239731,-86.4996546
Alabama,Marengo County,Joe Biden,DEM,5476,"Marengo County, Alabama5476","Marengo County, Alabama",1,#2cc5e6,0.50,0.50,32.2459085,-87.7763333
Alabama,Marion County,Donald Trump,REP,12190,"Marion County, Alabama12190","Marion County, Alabama",1,#D74247,0.88,0.12,34.0441174,-87.7763333
Alabama,Marshall County,Donald Trump,REP,33094,"Marshall County, Alabama33094","Marshall County, Alabama",1,#D74247,0.84,0.16,34.3652297,-86.3376761
Alabama,Mobile County,Donald Trump,REP,100605,"Mobile County, Alabama100605","Mobile County, Alabama",1,#D74247,0.55,0.45,30.6082227,-88.2461183
Alabama,Bibb County,Donald Trump,REP,7508,"Bibb County, Alabama7508","Bibb County, Alabama",1,#D74247,0.78,0.22,32.9562798,-87.1422895
Alabama,Monroe County,Donald Trump,REP,6129,"Monroe County, Alabama6129","Monroe County, Alabama",1,#D74247,0.58,0.42,31.5119068,-87.460397
Alabama,Montgomery County,Joe Biden,DEM,64065,"Montgomery County, Alabama64065","Montgomery County, Alabama",1,#2cc5e6,0.65,0.65,32.2077447,-86.1751759
Alabama,Morgan County,Donald Trump,REP,39504,"Morgan County, Alabama39504","Morgan County, Alabama",1,#D74247,0.74,0.26,34.4240875,-86.8621827
Alabama,Perry County,Joe Biden,DEM,3849,"Perry County, Alabama3849","Perry County, Alabama",1,#2cc5e6,0.74,0.74,32.598888,-87.3016132
Alabama,Pickens County,Donald Trump,REP,5590,"Pickens County, Alabama5590","Pickens County, Alabama",1,#D74247,0.58,0.42,33.3339954,-88.0900762
Alabama,Pike County,Donald Trump,REP,8020,"Pike County, Alabama8020","Pike County, Alabama",1,#D74247,0.58,0.42,31.8395163,-86.0121573
Alabama,Randolph County,Donald Trump,REP,8548,"Randolph County, Alabama8548","Randolph County, Alabama",1,#D74247,0.79,0.21,33.2681523,-85.520024
Alabama,Russell County,Joe Biden,DEM,11078,"Russell County, Alabama11078","Russell County, Alabama",1,#2cc5e6,0.52,0.52,32.3552497,-85.1894045
Alabama,St. Clair County,Donald Trump,REP,36119,"St. Clair County, Alabama36119","St. Clair County, Alabama",1,#D74247,0.81,0.19,33.6530112,-86.3376761
Alabama,Shelby County,Donald Trump,REP,79428,"Shelby County, Alabama79428","Shelby County, Alabama",1,#D74247,0.69,0.31,33.3039292,-86.6611083
Alabama,Blount County,Donald Trump,REP,24595,"Blount County, Alabama24595","Blount County, Alabama",1,#D74247,0.90,0.10,34.0145152,-86.4996546
Alabama,Sumter County,Joe Biden,DEM,4639,"Sumter County, Alabama4639","Sumter County, Alabama",1,#2cc5e6,0.74,0.74,32.6155551,-88.2461183
Alabama,Talladega County,Donald Trump,REP,22210,"Talladega County, Alabama22210","Talladega County, Alabama",1,#D74247,0.62,0.38,33.4231716,-86.1344697
Alabama,Tallapoosa County,Donald Trump,REP,14905,"Tallapoosa County, Alabama14905","Tallapoosa County, Alabama",1,#D74247,0.71,0.29,32.9201244,-85.8486236
Alabama,Tuscaloosa County,Donald Trump,REP,50961,"Tuscaloosa County, Alabama50961","Tuscaloosa County, Alabama",1,#D74247,0.57,0.43,33.3227653,-87.460397
Alabama,Walker County,Donald Trump,REP,25947,"Walker County, Alabama25947","Walker County, Alabama",1,#D74247,0.83,0.17,33.8563605,-87.3016132
Alabama,Washington County,Donald Trump,REP,6554,"Washington County, Alabama6554","Washington County, Alabama",1,#D74247,0.74,0.26,31.3422346,-88.2461183
Alabama,Wilcox County,Joe Biden,DEM,4036,"Wilcox County, Alabama4036","Wilcox County, Alabama",1,#2cc5e6,0.69,0.69,32.0105439,-87.3413599
Alabama,Winston County,Donald Trump,REP,10187,"Winston County, Alabama10187","Winston County, Alabama",1,#D74247,0.90,0.10,34.1690087,-87.3413599
Alabama,Bullock County,Joe Biden,DEM,3439,"Bullock County, Alabama3439","Bullock County, Alabama",1,#2cc5e6,0.75,0.75,32.0573536,-85.7256372
Alabama,Butler County,Donald Trump,REP,5448,"Butler County, Alabama5448","Butler County, Alabama",1,#D74247,0.58,0.42,31.6760284,-86.6611083
Alabama,Calhoun County,Donald Trump,REP,34964,"Calhoun County, Alabama34964","Calhoun County, Alabama",1,#D74247,0.69,0.31,33.7701576,-85.80766
Alabama,Chambers County,Donald Trump,REP,8748,"Chambers County, Alabama8748","Chambers County, Alabama",1,#D74247,0.57,0.43,32.9028048,-85.354965
Arkansas,Clark County,Donald Trump,REP,6432,"Clark County, Arkansas6432","Clark County, Arkansas",1,#D74247,0.53,0.47,34.0232374,-93.1779659
Arkansas,Clay County,Donald Trump,REP,4084,"Clay County, Arkansas4084","Clay County, Arkansas",1,#D74247,0.79,0.21,36.3492244,-90.3748354
Arkansas,Cleburne County,Donald Trump,REP,10292,"Cleburne County, Arkansas10292","Cleburne County, Arkansas",1,#D74247,0.82,0.18,35.4605769,-92.0665197
Arkansas,Cleveland County,Donald Trump,REP,2857,"Cleveland County, Arkansas2857","Cleveland County, Arkansas",1,#D74247,0.80,0.20,33.8658007,-92.2236667
Arkansas,Columbia County,Donald Trump,REP,5469,"Columbia County, Arkansas5469","Columbia County, Arkansas",1,#D74247,0.64,0.36,33.1285176,-93.1779659
Arkansas,Conway County,Donald Trump,REP,5672,"Conway County, Arkansas5672","Conway County, Arkansas",1,#D74247,0.66,0.34,35.2727492,-92.6983868
Arkansas,Craighead County,Donald Trump,REP,25482,"Craighead County, Arkansas25482","Craighead County, Arkansas",1,#D74247,0.66,0.34,35.8260959,-90.6773046
Arkansas,Crawford County,Donald Trump,REP,18566,"Crawford County, Arkansas18566","Crawford County, Arkansas",1,#D74247,0.77,0.23,35.5762761,-94.315422
Arkansas,Crittenden County,Joe Biden,DEM,8325,"Crittenden County, Arkansas8325","Crittenden County, Arkansas",1,#2cc5e6,0.52,0.52,35.3021443,-90.3748354
Arkansas,Cross County,Donald Trump,REP,4928,"Cross County, Arkansas4928","Cross County, Arkansas",1,#D74247,0.71,0.29,35.2998913,-90.8294002
Arkansas,Arkansas County,Donald Trump,REP,4301,"Arkansas County, Arkansas4301","Arkansas County, Arkansas",1,#D74247,0.68,0.32,34.2354138,-91.2891036
Arkansas,Dallas County,Donald Trump,REP,1573,"Dallas County, Arkansas1573","Dallas County, Arkansas",1,#D74247,0.59,0.41,34.0346533,-92.6983868
Arkansas,Desha County,Joe Biden,DEM,2016,"Desha County, Arkansas2016","Desha County, Arkansas",1,#2cc5e6,0.48,0.48,33.8773585,-91.443469
Arkansas,Drew County,Donald Trump,REP,4338,"Drew County, Arkansas4338","Drew County, Arkansas",1,#D74247,0.63,0.37,33.5156463,-91.7538817
Arkansas,Faulkner County,Donald Trump,REP,34338,"Faulkner County, Arkansas34338","Faulkner County, Arkansas",1,#D74247,0.63,0.37,35.1035858,-92.3813621
Arkansas,Franklin County,Donald Trump,REP,5664,"Franklin County, Arkansas5664","Franklin County, Arkansas",1,#D74247,0.80,0.20,35.5927966,-93.8248241
Arkansas,Fulton County,Donald Trump,REP,3944,"Fulton County, Arkansas3944","Fulton County, Arkansas",1,#D74247,0.77,0.23,36.3797374,-91.7928402
Arkansas,Garland County,Donald Trump,REP,29065,"Garland County, Arkansas29065","Garland County, Arkansas",1,#D74247,0.66,0.34,34.5559285,-93.1779659
Arkansas,Grant County,Donald Trump,REP,6791,"Grant County, Arkansas6791","Grant County, Arkansas",1,#D74247,0.83,0.17,34.2628015,-92.4208713
Arkansas,Greene County,Donald Trump,REP,12651,"Greene County, Arkansas12651","Greene County, Arkansas",1,#D74247,0.79,0.21,36.1314931,-90.563609
Arkansas,Hempstead County,Donald Trump,REP,8067,"Hempstead County, Arkansas8067","Hempstead County, Arkansas",1,#D74247,0.68,0.32,33.6530112,-93.6623239
Arkansas,Ashley County,Donald Trump,REP,5540,"Ashley County, Arkansas5540","Ashley County, Arkansas",1,#D74247,0.70,0.30,33.1565939,-91.7538817
Arkansas,Hot Spring County,Donald Trump,REP,9178,"Hot Spring County, Arkansas9178","Hot Spring County, Arkansas",1,#D74247,0.73,0.27,34.3393795,-92.9775558
Arkansas,Howard County,Donald Trump,REP,3358,"Howard County, Arkansas3358","Howard County, Arkansas",1,#D74247,0.70,0.30,34.1318213,-94.028678
Arkansas,Independence County,Donald Trump,REP,11232,"Independence County, Arkansas11232","Independence County, Arkansas",1,#D74247,0.78,0.22,35.8174139,-91.5983959
Arkansas,Izard County,Donald Trump,REP,4615,"Izard County, Arkansas4615","Izard County, Arkansas",1,#D74247,0.80,0.20,36.1610924,-91.9099238
Arkansas,Jackson County,Donald Trump,REP,3583,"Jackson County, Arkansas3583","Jackson County, Arkansas",1,#D74247,0.71,0.29,35.6479574,-91.135302
Arkansas,Jefferson County,Joe Biden,DEM,14882,"Jefferson County, Arkansas14882","Jefferson County, Arkansas",1,#2cc5e6,0.59,0.59,34.227351,-91.9099238
Arkansas,Johnson County,Donald Trump,REP,6867,"Johnson County, Arkansas6867","Johnson County, Arkansas",1,#D74247,0.73,0.27,35.6026275,-93.5003454
Arkansas,Lafayette County,Donald Trump,REP,1730,"Lafayette County, Arkansas1730","Lafayette County, Arkansas",1,#D74247,0.66,0.34,33.2511695,-93.6217802
Arkansas,Lawrence County,Donald Trump,REP,4569,"Lawrence County, Arkansas4569","Lawrence County, Arkansas",1,#D74247,0.78,0.22,35.9969735,-91.135302
Arkansas,Lee County,Joe Biden,DEM,1423,"Lee County, Arkansas1423","Lee County, Arkansas",1,#2cc5e6,0.50,0.50,34.7712669,-90.8294002
Arkansas,Baxter County,Donald Trump,REP,15810,"Baxter County, Arkansas15810","Baxter County, Arkansas",1,#D74247,0.75,0.25,36.3261815,-92.3813621
Arkansas,Lincoln County,Donald Trump,REP,2725,"Lincoln County, Arkansas2725","Lincoln County, Arkansas",1,#D74247,0.70,0.30,33.9185116,-91.714958
Arkansas,Little River County,Donald Trump,REP,3714,"Little River County, Arkansas3714","Little River County, Arkansas",1,#D74247,0.72,0.28,33.6808926,-94.19234
Arkansas,Logan County,Donald Trump,REP,6438,"Logan County, Arkansas6438","Logan County, Arkansas",1,#D74247,0.78,0.22,35.2475011,-93.6623239
Arkansas,Lonoke County,Donald Trump,REP,22884,"Lonoke County, Arkansas22884","Lonoke County, Arkansas",1,#D74247,0.75,0.25,34.7591647,-91.9099238
Arkansas,Madison County,Donald Trump,REP,5630,"Madison County, Arkansas5630","Madison County, Arkansas",1,#D74247,0.77,0.23,35.9466415,-93.6623239
Arkansas,Marion County,Donald Trump,REP,5767,"Marion County, Arkansas5767","Marion County, Arkansas",1,#D74247,0.77,0.23,36.3194702,-92.6983868
Arkansas,Miller County,Donald Trump,REP,11907,"Miller County, Arkansas11907","Miller County, Arkansas",1,#D74247,0.72,0.28,33.3335556,-93.8655303
Arkansas,Mississippi County,Donald Trump,REP,7262,"Mississippi County, Arkansas7262","Mississippi County, Arkansas",1,#D74247,0.59,0.41,35.8279728,-90.0746767
Arkansas,Monroe County,Donald Trump,REP,1545,"Monroe County, Arkansas1545","Monroe County, Arkansas",1,#D74247,0.55,0.45,34.5918747,-91.135302
Arkansas,Montgomery County,Donald Trump,REP,3021,"Montgomery County, Arkansas3021","Montgomery County, Arkansas",1,#D74247,0.79,0.21,34.5424074,-93.6623239
Arkansas,Benton County,Donald Trump,REP,73605,"Benton County, Arkansas73605","Benton County, Arkansas",1,#D74247,0.62,0.38,36.2661518,-94.479976
Arkansas,Nevada County,Donald Trump,REP,2133,"Nevada County, Arkansas2133","Nevada County, Arkansas",1,#D74247,0.64,0.36,33.6621386,-93.3388917
Arkansas,Newton County,Donald Trump,REP,3192,"Newton County, Arkansas3192","Newton County, Arkansas",1,#D74247,0.80,0.20,35.9603994,-93.1779659
Arkansas,Ouachita County,Donald Trump,REP,5253,"Ouachita County, Arkansas5253","Ouachita County, Arkansas",1,#D74247,0.58,0.42,33.5828512,-92.9375739
Arkansas,Perry County,Donald Trump,REP,3466,"Perry County, Arkansas3466","Perry County, Arkansas",1,#D74247,0.75,0.25,34.96032,-92.8976254
Arkansas,Phillips County,Joe Biden,DEM,3561,"Phillips County, Arkansas3561","Phillips County, Arkansas",1,#2cc5e6,0.58,0.58,34.4611206,-90.8675134
Arkansas,Pike County,Donald Trump,REP,3519,"Pike County, Arkansas3519","Pike County, Arkansas",1,#D74247,0.83,0.17,34.1876975,-93.6623239
Arkansas,Poinsett County,Donald Trump,REP,5852,"Poinsett County, Arkansas5852","Poinsett County, Arkansas",1,#D74247,0.79,0.21,35.6078586,-90.6393702
Arkansas,Polk County,Donald Trump,REP,7018,"Polk County, Arkansas7018","Polk County, Arkansas",1,#D74247,0.83,0.17,34.5268097,-94.1513764
Arkansas,Pope County,Donald Trump,REP,18041,"Pope County, Arkansas18041","Pope County, Arkansas",1,#D74247,0.74,0.26,35.440627,-93.0175712
Arkansas,Prairie County,Donald Trump,REP,2764,"Prairie County, Arkansas2764","Prairie County, Arkansas",1,#D74247,0.80,0.20,34.7636336,-91.5983959
Arkansas,Boone County,Donald Trump,REP,13644,"Boone County, Arkansas13644","Boone County, Arkansas",1,#D74247,0.80,0.20,36.3118662,-93.0175712
Arkansas,Pulaski County,Joe Biden,DEM,98855,"Pulaski County, Arkansas98855","Pulaski County, Arkansas",1,#2cc5e6,0.60,0.60,34.7538615,-92.2236667
Arkansas,Randolph County,Donald Trump,REP,5327,"Randolph County, Arkansas5327","Randolph County, Arkansas",1,#D74247,0.79,0.21,36.3457918,-90.9820668
Arkansas,St. Francis County,Joe Biden,DEM,3571,"St. Francis County, Arkansas3571","St. Francis County, Arkansas",1,#2cc5e6,0.51,0.51,34.9926533,-90.7152749
Arkansas,Saline County,Donald Trump,REP,39519,"Saline County, Arkansas39519","Saline County, Arkansas",1,#D74247,0.69,0.31,34.5708215,-92.539603
Arkansas,Scott County,Donald Trump,REP,1790,"Scott County, Arkansas1790","Scott County, Arkansas",1,#D74247,0.81,0.19,34.8854732,-93.9878427
Arkansas,Searcy County,Donald Trump,REP,3365,"Searcy County, Arkansas3365","Searcy County, Arkansas",1,#D74247,0.84,0.16,35.9721,-92.6983868
Arkansas,Sebastian County,Donald Trump,REP,31024,"Sebastian County, Arkansas31024","Sebastian County, Arkansas",1,#D74247,0.66,0.34,35.2260397,-94.315422
Arkansas,Sevier County,Donald Trump,REP,3884,"Sevier County, Arkansas3884","Sevier County, Arkansas",1,#D74247,0.75,0.25,34.0346222,-94.2743628
Arkansas,Sharp County,Donald Trump,REP,5923,"Sharp County, Arkansas5923","Sharp County, Arkansas",1,#D74247,0.79,0.21,36.1675974,-91.443469
Arkansas,Stone County,Donald Trump,REP,4605,"Stone County, Arkansas4605","Stone County, Arkansas",1,#D74247,0.78,0.22,35.8075142,-92.2236667
Arkansas,Bradley County,Donald Trump,REP,2332,"Bradley County, Arkansas2332","Bradley County, Arkansas",1,#D74247,0.64,0.36,33.5081368,-92.2236667
Arkansas,Union County,Donald Trump,REP,10446,"Union County, Arkansas10446","Union County, Arkansas",1,#D74247,0.63,0.37,33.1431092,-92.539603
Arkansas,Van Buren County,Donald Trump,REP,5962,"Van Buren County, Arkansas5962","Van Buren County, Arkansas",1,#D74247,0.77,0.23,35.6266232,-92.539603
Arkansas,Washington County,Donald Trump,REP,47229,"Washington County, Arkansas47229","Washington County, Arkansas",1,#D74247,0.51,0.49,35.9307703,-94.1513764
Arkansas,White County,Donald Trump,REP,24057,"White County, Arkansas24057","White County, Arkansas",1,#D74247,0.78,0.22,35.2900612,-91.7538817
Arkansas,Woodruff County,Donald Trump,REP,1543,"Woodruff County, Arkansas1543","Woodruff County, Arkansas",1,#D74247,0.62,0.38,35.1215846,-91.135302
Arkansas,Yell County,Donald Trump,REP,5205,"Yell County, Arkansas5205","Yell County, Arkansas",1,#D74247,0.78,0.22,35.0810824,-93.3388917
Arkansas,Calhoun County,Donald Trump,REP,1609,"Calhoun County, Arkansas1609","Calhoun County, Arkansas",1,#D74247,0.75,0.25,33.5020885,-92.539603
Arkansas,Carroll County,Donald Trump,REP,7352,"Carroll County, Arkansas7352","Carroll County, Arkansas",1,#D74247,0.63,0.37,36.2987495,-93.5003454
Arkansas,Chicot County,Joe Biden,DEM,2252,"Chicot County, Arkansas2252","Chicot County, Arkansas",1,#2cc5e6,0.55,0.55,33.3419551,-91.2891036
California,Fresno County,Joe Biden,DEM,170694,"Fresno County, California170694","Fresno County, California",1,#2cc5e6,0.53,0.53,36.9858984,-119.2320784
California,Glenn County,Donald Trump,REP,6139,"Glenn County, California6139","Glenn County, California",1,#D74247,0.64,0.36,39.6437813,-122.4467238
